name,url,is_member,promoted,price_tier,review_count,overall,food,service,ambience,value,noise,pct_recommended,neighborhood,cuisines,dining_style,dress_code,chef,tags,primary_cuisine,sanitizing,distancing,ppe,screening,newly_added,precautions,any_precautions,earliest,days,reviews_per_day
BG - Bergdorf Goodman,https://www.opentable.com/bg-bergdorf-goodman,1,False,2,3086,4.8,4.6,4.8,4.8,4.3,Moderate,95.0,Midtown West,"Contemporary American, American",Casual Elegant,Smart Casual,James Henderson,"Bar Dining, Bar/Lounge, Counter Seating, Full Bar, High Tea, Non-Smoking, Private Room, View, Wine",Contemporary American,1,1,1,1,False,4,True,7/25/2007,5114.0,0.6034415330465389
Tribeca Grill,https://www.opentable.com/tribeca-grill,1,False,2,5017,4.5,4.4,4.4,4.4,4.1,Moderate,90.0,TriBeCa - Downtown,American,Casual Elegant,Casual Dress,Brenton Lee,"Banquet, Bar/Lounge, Beer, BYO Wine, Cocktails, Corkage Fee, Full Bar, Gender Neutral Restroom, Happy Hour, Non-Smoking, Outdoor dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",American,1,1,1,1,False,4,True,3/25/2006,5601.0,0.8957329048384217
Philippe Chow - Uptown,https://www.opentable.com/r/philippe-new-york,1,False,2,3178,4.7,4.7,4.6,4.5,4.4,Moderate,90.0,Upper East Side,"Chinese, Asian",Casual Elegant,Business Casual,Philippe Chow,"Banquet, Bar/Lounge, Beer, BYO Wine, Corkage Fee, Delivery, Full Bar, Gluten-free Menu, Happy Hour, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",Chinese,1,1,1,1,False,4,True,3/13/2008,4882.0,0.6509627201966407
Altesi Downtown,https://www.opentable.com/r/altesi-downtown-new-york,1,False,2,677,4.3,4.2,4.2,4.2,4.0,Moderate,50.0,SoHo,Italian,Casual Elegant,Casual Dress,Paolo Nozzole,"Banquet, Full Bar, Gluten-free Menu, Happy Hour, Outdoor dining, Private Room, Wheelchair Access, Wine",Italian,1,1,1,1,False,4,True,1/15/2008,4940.0,0.13704453441295547
Rosa Mexicano - Union Square,https://www.opentable.com/r/rosa-mexicano-union-square-new-york,1,False,2,4674,4.5,4.5,4.4,4.4,4.3,Moderate,94.0,Union Square,"Mexican, Contemporary Mexican",Casual Elegant,Smart Casual,Raul Celiz,"Banquet, Bar/Lounge, Beer, Cocktails, Delivery, Full Bar, Gluten-free Menu, Happy Hour, Late Night, Non-Smoking, Private Room, Weekend Brunch, Wheelchair Access, Wine",Mexican,0,0,0,0,False,0,False,11/11/2005,5735.0,0.8149956408020924
T-BAR Steak & Lounge (Upper East Side),https://www.opentable.com/t-bar-steak-and-lounge-upper-east-side,1,False,2,1555,4.8,4.7,4.6,4.5,4.1,Moderate,87.0,Upper East Side,"Steakhouse, Contemporary American",Casual Elegant,Casual Dress,Ben Zwicker,"Bar Dining, Bar/Lounge, Beer, Full Bar, Late Night, Non-Smoking, Outdoor dining, Private Room, Weekend Brunch, Wheelchair Access, Wine",Steakhouse,0,0,0,0,False,0,False,12/14/2007,4972.0,0.31275140788415123
Guantanamera,https://www.opentable.com/guantanamera,1,False,1,1682,4.5,4.5,4.4,4.4,4.3,Moderate,92.0,Midtown West,"Cuban, Latin American",Casual Elegant,Casual Dress,,"Bar/Lounge, Beer, BYO Wine, Cocktails, Corkage Fee, Counter Seating, Delivery, Entertainment, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Happy Hour, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Wheelchair Access, Wine",Cuban,1,1,1,1,False,4,True,1/5/2006,5680.0,0.2961267605633803
Periyali,https://www.opentable.com/periyali,1,False,2,2233,4.7,4.6,4.5,4.6,4.3,Moderate,97.0,Gramercy / Flatiron,Greek,Casual Dining,Casual Dress,,"Bar Dining, Beer, Corkage Fee, Full Bar, Non-Smoking, Private Room, Takeout, Wine",Greek,0,0,0,0,False,0,False,1/30/2007,5290.0,0.422117202268431
Koi - New York,https://www.opentable.com/r/koi-new-york,1,False,2,3705,4.6,4.6,4.6,4.5,4.1,Moderate,88.0,Midtown West,"Japanese, Fusion / Eclectic, Sushi",Casual Elegant,Business Casual,,"Bar/Lounge, Beer, Cocktails, Corkage Fee, Counter Seating, Delivery, Full Bar, Gluten-free Menu, Non-Smoking, Takeout, Wheelchair Access, Wine",Japanese,0,0,0,0,False,0,False,9/3/2006,5439.0,0.6811913954771097
Sushi of Gari - Columbus Avenue,https://www.opentable.com/sushi-of-gari-columbus-avenue,1,False,3,970,5.0,5.0,5.0,4.6,4.3,Moderate,100.0,Upper West Side,"Sushi, Japanese, Creative Japanese",Fine Dining,Business Casual,Ishiyama Katsuhiro,"Beer, Counter Seating, Delivery, Non-Smoking, Takeout, Wheelchair Access, Wine",Sushi,1,1,1,1,False,4,True,1/28/2007,5292.0,0.18329554043839758
Cafe Luxembourg,https://www.opentable.com/cafe-luxembourg,1,False,2,6339,4.7,4.6,4.7,4.6,4.2,Moderate,95.0,Upper West Side,"French American, American",Casual Elegant,Casual Dress,,"Delivery, Full Bar, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wheelchair Access",French American,1,1,1,1,False,4,True,5/6/2006,5559.0,1.1403130059363196
French Roast Uptown,https://www.opentable.com/r/french-roast-uptown-new-york,1,False,2,343,4.5,4.4,4.4,4.3,4.3,Moderate,97.0,Upper West Side,"French American, French, Bistro",Casual Dining,Casual Dress,Loi Benitez ,"Bar/Lounge, Beer, BYO Wine, Cafe, Cocktails, Corkage Fee, Counter Seating, Delivery, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Happy Hour, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",French American,1,1,1,1,False,4,True,12/23/2015,2041.0,0.16805487506124447
Jacques Brasserie,https://www.opentable.com/jacques-brasserie,1,False,2,1022,4.7,4.6,4.5,4.5,4.3,Moderate,94.0,Upper East Side,French,Casual Dining,Casual Dress,,"Banquet, Bar/Lounge, Beer, Cocktails, Delivery, Entertainment, Full Bar, Outdoor dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",French,1,1,1,1,False,4,True,12/8/2007,4978.0,0.20530333467255926
Tony's Di Napoli - Midtown,https://www.opentable.com/r/tonys-di-napoli-midtown-new-york,1,False,1,13115,4.7,4.7,4.7,4.6,4.6,Moderate,96.0,Theater District / Times Square,"Italian, Steak, Seafood",Casual Dining,Casual Dress,,"Banquet, Bar/Lounge, Beer, Cocktails, Counter Seating, Delivery, Full Bar, Late Night, Non-Smoking, Private Room, Takeout, Wheelchair Access, Wine",Italian,1,1,1,1,False,4,True,11/22/2012,3167.0,4.1411430375749925
Arte Cafe - Upper West Side,https://www.opentable.com/r/arte-cafe-new-york,1,False,2,3267,4.4,4.3,4.0,4.3,4.1,Moderate,89.0,Upper West Side,"Italian, Wine Bar, Comfort Food",Casual Elegant,Casual Dress,,"Banquet, Bar/Lounge, Beer, Cafe, Cocktails, Counter Seating, Delivery, Full Bar, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Weekend Brunch, Wine",Italian,1,1,1,1,False,4,True,11/10/2004,6101.0,0.5354859859039501
The Capital Grille - NY – Chrysler Center,https://www.opentable.com/the-capital-grille-ny-chrysler-center,1,False,3,4391,4.7,4.7,4.8,4.7,4.4,Moderate,92.0,Midtown East,"Steakhouse, Steak, Seafood",Fine Dining,Business Casual,Alex-Elin Garcia,"Banquet, Bar/Lounge, Beer, Cocktails, Corkage Fee, Full Bar, Gluten-free Menu, Non-Smoking, Outdoor dining, Private Room, Takeout, Wheelchair Access, Wine",Steakhouse,1,1,1,1,False,4,True,8/15/2005,5823.0,0.7540786536149751
Cuba,https://www.opentable.com/r/cuba-new-york,1,False,1,2339,4.7,4.7,4.7,4.6,4.6,Moderate,88.0,Greenwich Village,"Cuban, Latin American, Latin / Spanish",Casual Dining,Casual Dress,Mario Garcia ,"Banquet, Beer, Cocktails, Corkage Fee, Delivery, Entertainment, Full Bar, Gluten-free Menu, Happy Hour, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",Cuban,1,1,1,1,False,4,True,8/27/2007,5081.0,0.46034245227317455
Morton's The Steakhouse - Midtown Manhattan,https://www.opentable.com/r/mortons-the-steakhouse-midtown-manhattan-new-york,1,False,3,3738,4.7,4.6,4.7,4.6,4.5,Moderate,90.0,Midtown East,"Steakhouse, American, Seafood",Fine Dining,Business Casual,,"Banquet, Bar/Lounge, Beer, Cocktails, Delivery, Full Bar, Gluten-free Menu, Non-Smoking, Private Room, Takeout, Wheelchair Access, Wine",Steakhouse,1,1,1,1,False,4,True,12/24/2004,6057.0,0.6171371966319961
BLT Steak New York,https://www.opentable.com/r/blt-steak-new-york,1,False,3,2864,4.7,4.7,4.7,4.5,4.2,Moderate,96.0,Midtown East,"American, Steak",Casual Dining,Business Casual,,"Banquet, Bar Dining, Bar/Lounge, Beer, Full Bar, Private Room, Wheelchair Access, Wine",American,0,0,0,0,False,0,False,9/29/2004,6143.0,0.46622171577405175
Uncle Jack's Steakhouse - Westside 9th Avenue,https://www.opentable.com/uncle-jacks-steakhouse-westside-9th-avenue,1,False,2,2336,4.7,4.7,4.7,4.6,4.5,Moderate,83.0,Midtown West,"Steak, Seafood, American",Casual Elegant,Business Casual,,"Banquet, Bar/Lounge, Beer, Cocktails, Fireplace, Full Bar, Gluten-free Menu, Happy Hour, Late Night, Non-Smoking, Private Room, Takeout, Wheelchair Access, Wine",Steak,1,1,1,1,False,4,True,1/23/2004,6393.0,0.3653996558736118
Hearth,https://www.opentable.com/hearth,1,False,3,2934,4.7,4.7,4.6,4.6,4.3,Moderate,95.0,East Village,"Italian, American, Farm-to-table",Casual Elegant,Casual Dress,Marco Canora,"Bar/Lounge, Beer, Chef's Table, Cocktails, Corkage Fee, Counter Seating, Delivery, Full Bar, Gender Neutral Restroom, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",Italian,1,1,1,1,False,4,True,12/22/2005,5694.0,0.5152792413066386
Rosa Mexicano by Lincoln Center,https://www.opentable.com/r/rosa-mexicano-by-lincoln-center-new-york,1,False,2,7855,4.3,4.2,4.1,4.2,4.0,Moderate,83.0,Lincoln Square,"Mexican, Traditional Mexican, Mexican / Southwestern",Casual Dining,Smart Casual,Ishmael Lozano,"Banquet, Bar/Lounge, Beer, Cocktails, Delivery, Full Bar, Gluten-free Menu, Happy Hour, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, View, Weekend Brunch, Wheelchair Access, Wine",Mexican,1,1,1,1,False,4,True,4/1/2006,5594.0,1.4041830532713622
Cellini,https://www.opentable.com/cellini,1,False,2,1263,4.8,4.7,4.8,4.5,4.5,Moderate,100.0,Midtown East,Italian,Casual Elegant,Business Casual,Dino Arpaia,"Banquet, Bar/Lounge, Beer, BYO Wine, Cocktails, Counter Seating, Full Bar, Gluten-free Menu, Non-Smoking, Private Room, Takeout, Wine",Italian,1,0,1,1,False,3,True,12/1/2007,4985.0,0.25336008024072215
Avra Estiatorio on 48th,https://www.opentable.com/r/avra-estiatorio-new-york,1,False,3,4922,4.7,4.8,4.6,4.6,4.3,Moderate,97.0,Midtown East,"Seafood, Mediterranean, Greek",Casual Elegant,Business Casual,Fermin Chavez,"Banquet, Bar/Lounge, Beer, Cocktails, Corkage Fee, Entertainment, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Non-Smoking, Outdoor dining, View, Weekend Brunch, Wheelchair Access, Wine",Seafood,0,0,0,0,False,0,False,12/7/2007,4979.0,0.9885519180558345
Casa Lever,https://www.opentable.com/casa-lever,1,False,3,1554,4.8,4.7,4.7,4.7,4.3,Moderate,100.0,Midtown East,Italian,Casual Elegant,Smart Casual,David De Lucia,"Banquet, Bar/Lounge, Beer, BYO Wine, Corkage Fee, Counter Seating, Delivery, Full Bar, Happy Hour, High Tea, Outdoor dining, Outdoor Smoking Area, Patio/Outdoor Dining, Private Room, Weekend Brunch, Wheelchair Access, Wine",Italian,0,0,0,0,False,0,False,10/21/2009,4295.0,0.3618160651920838
Nice Matin,https://www.opentable.com/r/nice-matin-new-york,1,False,2,3104,4.5,4.4,4.4,4.4,4.1,Moderate,93.0,Upper West Side,"French, Mediterranean",Casual Elegant,Business Casual,Eric Starkman,"Bar/Lounge, Beer, BYO Wine, Cafe, Cocktails, Corkage Fee, Delivery, Full Bar, Gluten-free Menu, Outdoor dining, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wine",French,1,1,1,0,False,3,True,10/18/2004,6124.0,0.5068582625734814
Maya - New York,https://www.opentable.com/r/maya-new-york,1,False,1,2132,4.5,4.5,4.5,4.4,4.1,Moderate,84.0,Upper East Side,Mexican,Casual Elegant,Smart Casual,Richard Sandoval,"Bar/Lounge, Beer, Cocktails, Counter Seating, Delivery, Full Bar, Gender Neutral Restroom, Happy Hour, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",Mexican,1,1,1,1,False,4,True,7/10/2005,5859.0,0.36388462194913807
Thalassa,https://www.opentable.com/r/thalassa-new-york,1,False,2,1377,5.0,4.9,5.0,5.0,4.5,Moderate,100.0,TriBeCa - Downtown,"Seafood, Greek, Mediterranean",Fine Dining,Business Casual,Ralphael Abrahante,"Banquet, Bar Dining, Bar/Lounge, Beer, BYO Wine, Chef's Table, Corkage Fee, Full Bar, Non-Smoking, Private Room, Wheelchair Access, Wine",Seafood,0,0,0,0,False,0,False,12/9/2005,5707.0,0.2412826353600841
Craft,https://www.opentable.com/craft-new-york,1,False,3,6084,4.8,4.8,4.8,4.8,4.3,Moderate,97.0,Gramercy / Flatiron,"American, Farm-to-table, Dessert",Casual Elegant,Business Casual,"Andrew Whitcomb, Chef de cuisine","Beer, Cocktails, Corkage Fee, Delivery, Full Bar, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Wheelchair Access, Wine",American,0,0,0,0,False,0,False,1/6/2006,5679.0,1.0713153724247226
Calle Ocho,https://www.opentable.com/calle-ocho,1,False,2,3986,4.6,4.6,4.7,4.5,4.3,Moderate,75.0,Upper West Side,"Latin American, South American, Latin / Spanish",Casual Dining,Casual Dress,Giovanny Ventura,"Banquet, Bar/Lounge, Beer, Cocktails, Corkage Fee, Delivery, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Happy Hour, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",Latin American,1,1,1,1,False,4,True,10/20/2003,6488.0,0.6143649815043156
Irvington,https://www.opentable.com/r/irvington-new-york,1,False,1,317,4.4,4.3,4.3,4.4,4.1,Moderate,100.0,Union Square,"Contemporary American, Mediterranean",Casual Elegant,Business Casual,Michael king ,"Banquet, Bar/Lounge, Beer, Cafe, Chef's Table, Cocktails, Counter Seating, Full Bar, Happy Hour, Late Night, Non-Smoking, Weekend Brunch, Wheelchair Access, Wine",Contemporary American,1,1,1,1,False,4,True,2/1/2011,3827.0,0.0828325058792788
Marseille,https://www.opentable.com/r/marseille-new-york,1,False,2,6963,4.6,4.5,4.5,4.5,4.2,Moderate,93.0,Theater District / Times Square,"French, Seafood, Mediterranean",Casual Dining,Casual Dress,Andy D'Amico,"Banquet, Bar/Lounge, BYO Wine, Corkage Fee, Full Bar, Private Room, Weekend Brunch, Wheelchair Access, Wine",French,1,1,1,0,False,3,True,1/27/2006,5658.0,1.230646871686108
North Square,https://www.opentable.com/r/north-square-new-york,1,False,2,1978,4.4,4.3,4.4,4.3,4.3,Quiet,94.0,Greenwich Village,American,Casual Dining,Casual Dress,Yoel Cruz,"Banquet, Bar/Lounge, Beer, BYO Wine, Corkage Fee, Full Bar, Gender Neutral Restroom, Happy Hour, Non-Smoking, Private Room, Weekend Brunch, Wine",American,1,1,1,1,False,4,True,8/19/2004,6184.0,0.31985769728331176
Oceana,https://www.opentable.com/oceana,1,False,2,5621,4.7,4.6,4.7,4.6,4.2,Moderate,93.0,Midtown West,"Seafood, Steak, American",Casual Elegant,Smart Casual,Michael Aungst and Tim Jocz ,"Banquet, Bar/Lounge, Beer, BYO Wine, Cafe, Chef's Table, Cocktails, Corkage Fee, Counter Seating, Full Bar, Gluten-free Menu, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Wheelchair Access, Wine",Seafood,0,0,0,0,False,0,False,11/16/2002,6826.0,0.823469088778201
Molyvos,https://www.opentable.com/molyvos,1,False,2,4932,4.6,4.6,4.7,4.5,4.3,Moderate,97.0,Midtown West,"Greek, Seafood, Wine Bar",Casual Dining,Smart Casual,Carlos Carreto,"Banquet, Bar/Lounge, Beer, Cafe, Cocktails, Corkage Fee, Delivery, Full Bar, Late Night, Non-Smoking, Private Room, Takeout, Wheelchair Access, Wine",Greek,0,0,0,0,False,0,False,8/17/2004,6186.0,0.7972841901066925
Utsav Indian Bar and Grill,https://www.opentable.com/r/utsav-indian-bar-and-grill-new-york,1,False,1,1547,4.2,4.5,4.0,4.2,4.1,Moderate,63.0,Theater District / Times Square,"Indian, Vegetarian, Halal",Casual Elegant,Smart Casual,,"Banquet, Bar/Lounge, Beer, Cocktails, Corkage Fee, Delivery, Full Bar, Gluten-free Menu, Happy Hour, Non-Smoking, Outdoor dining, Outdoor Smoking Area, Patio/Outdoor Dining, Private Room, Takeout, View, Weekend Brunch, Wheelchair Access, Wine",Indian,1,1,1,1,False,4,True,3/29/2006,5597.0,0.27639807039485437
"One if by Land, Two if by Sea",https://www.opentable.com/one-if-by-land-two-if-by-sea,1,False,3,6248,4.7,4.6,4.7,4.8,4.2,Moderate,90.0,Greenwich Village,American,Fine Dining,Business Casual,Gary Volkov,"Banquet, Bar/Lounge, Beer, BYO Wine, Cocktails, Corkage Fee, Entertainment, Fireplace, Full Bar, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, View, Wheelchair Access, Wine",American,1,1,1,1,False,4,True,1/11/2003,6770.0,0.9228951255539143
Bottino,https://www.opentable.com/r/bottino-new-york,1,False,3,1509,4.7,4.6,4.6,4.8,4.4,Moderate,94.0,Chelsea,Italian,Casual Elegant,Casual Dress,Jamie Kenyon,"Banquet, Bar/Lounge, Beer, Cocktails, Corkage Fee, Delivery, Full Bar, Gender Neutral Restroom, Happy Hour, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Wheelchair Access, Wine",Italian,1,1,1,1,False,4,True,8/27/2007,5081.0,0.2969887817358788
Sapphire,https://www.opentable.com/sapphire,1,False,1,1568,4.6,4.6,4.6,4.1,4.1,Quiet,100.0,Lincoln Square,Indian,Fine Dining,Business Casual,Vajay Bhargava/ Guman Saugh,"Full Bar, Wine",Indian,0,0,0,0,False,0,False,4/13/2007,5217.0,0.30055587502396014
Cotto NYC,https://www.opentable.com/r/cotto-nyc-new-york,1,False,1,1,5.0,5.0,5.0,5.0,5.0,Moderate,100.0,Chelsea,Italian,Casual Dining,Casual Dress,,"Bar/Lounge, Beer, Cocktails, Full Bar, Non-Smoking, Wheelchair Access, Wine",Italian,0,0,0,0,False,0,False,7/14/2021,11.0,0.09090909090909091
Lower East,https://www.opentable.com/r/lower-east-new-york,1,False,1,0,,,,,,Energetic,,Lower East Side,Asian,Casual Dining,Casual Dress,,"Non-Smoking, Takeout, Wheelchair Access",Asian,0,0,0,0,False,0,False,,,0.0
Pineapple Club,https://www.opentable.com/r/pineapple-club-new-york,1,False,2,135,4.7,4.5,4.6,4.7,4.4,Moderate,95.0,East Village,Contemporary American,Casual Dining,Resort Casual,Patrick Baird,"Bar/Lounge, Beer, Cocktails, Counter Seating, Delivery, Entertainment, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",Contemporary American,1,1,1,1,False,4,True,6/26/2020,394.0,0.3426395939086294
Skorpios,https://www.opentable.com/r/skorpios-new-york,1,False,1,1,5.0,5.0,5.0,5.0,5.0,Quiet,,Rockefeller Center Midtown,"Seafood, Greek, Mediterranean",Casual Dining,Casual Dress,,Counter Seating,Seafood,0,0,0,0,False,0,False,7/14/2021,11.0,0.09090909090909091
Buddha-Bar Restaurant New York,https://www.opentable.com/r/buddha-bar-restaurant-new-york,1,False,3,1,4.3,4.7,4.0,4.7,3.7,Moderate,,TriBeCa - Downtown,"Pan-Asian, Fusion / Eclectic, Creative Japanese",Elegant Dining,Smart Casual,,"Bar/Lounge, Beer, Cocktails, Full Bar, Non-Smoking, Private Room, Wheelchair Access, Wine",Pan-Asian,1,1,1,1,False,4,True,7/16/2021,9.0,0.1111111111111111
Iris,https://www.opentable.com/r/iris-new-york,1,False,2,69,4.8,4.8,4.7,4.7,4.4,Moderate,100.0,Midtown West,"Mediterranean, Turkish, Greek",Casual Elegant,Smart Casual,Robert Lawson,"Bar/Lounge, Beer, Cocktails, Corkage Fee, Full Bar, Gender Neutral Restroom, Non-Smoking, Wheelchair Access, Wine",Mediterranean,1,1,1,1,False,4,True,4/23/2021,93.0,0.7419354838709677
Burger & Lobster - Bryant Park,https://www.opentable.com/r/burger-and-lobster-bryant-park-new-york-2,1,False,1,13,4.3,4.1,4.1,4.2,3.8,Moderate,85.0,Midtown East,"Seafood, Burgers",Casual Dining,Casual Dress,,"Bar/Lounge, Beer, Cocktails, Corkage Fee, Delivery, Full Bar, Gender Neutral Restroom, Late Night, Non-Smoking, Private Room, Takeout, View, Wheelchair Access, Wine",Seafood,1,0,1,1,False,3,True,7/2/2021,23.0,0.5652173913043478
Salt Mediterranean,https://www.opentable.com/r/salt-mediterranean-new-york,1,False,1,0,,,,,,,,Upper East Side,"Mediterranean, Tapas / Small Plates",Casual Dining,Business Casual,,,Mediterranean,0,0,0,0,False,0,False,,,0.0
Terravita,https://www.opentable.com/r/terravita-new-york,1,False,2,1,5.0,5.0,5.0,5.0,4.7,Moderate,100.0,Washington Heights,"American, Fusion / Eclectic",Casual Elegant,Business Casual,Carlos Estevez,"Bar/Lounge, Beer, Cocktails, Delivery, Full Bar, Gluten-free Menu, Happy Hour, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",American,1,0,0,1,False,2,True,7/13/2021,12.0,0.08333333333333333
Accent,https://www.opentable.com/r/accent-new-york,1,False,1,0,,,,,,Quiet,,Kips Bay,"Mediterranean, Israeli, Bar / Lounge / Bottle Service",Casual Elegant,Business Casual,Shlomo Bador,"Bar/Lounge, Beer, Cafe, Cocktails, Counter Seating, Delivery, Full Bar, Gluten-free Menu, Happy Hour, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, View, Weekend Brunch, Wheelchair Access, Wine",Mediterranean,1,1,1,1,False,4,True,,,0.0
